ego_distance,ego_angle,ego_speed,ego_orientation,goal_distance,goal_angle,obj_initial_distance,obj_initial_angle,obj_initial_orientation,obj_initial_speed,obj_final_distance,obj_final_angle,relevance
24.19921514773776,1,9.696373245197545,0,79.66407648081271,2,36.444602582282336,1,0,7.74013,39.1015811966281,2,0.00472674191643776
20.29280164581767,2,2.9001849333345917,3,10.140635952149326,0,110.1282726794623,2,3,8.46171,21.215089048215198,2,0.0
26.91603797704447,2,7.192816366314944,3,45.698675121227154,1,121.81683689818907,2,3,12.10733,71.12749402696892,2,0.0
20.50702971352263,0,4.543106845134876,1,25.049118215043354,2,79.74133062664617,2,3,14.31688,64.0881211535625,0,0.0
30.24305499387591,0,6.790258711529398,1,44.479825950162734,1,87.30994252212517,1,2,1.79701,106.25878544218541,1,0.0
42.415211857541195,0,10.833639913383722,1,72.81917362537224,1,6.7718144707161025,1,0,6.58116,90.17928593375865,2,0.0
44.6127353845603,2,1.2134673471555968,3,14.79180858965149,2,24.658920434804127,2,3,4.52072,23.207877631170803,0,0.8625116804994459
41.21005406125669,2,10.850434476855781,3,67.39889012543789,0,43.94729409148761,0,1,1.28204,30.56537815574509,0,0.0
22.44376068256166,0,8.26572371907599,1,67.0502665747549,1,10.022131748425553,1,2,6.70089,108.84024069900661,1,0.0129295266778797
40.30036851072333,1,13.900759969685506,0,99.23518273225066,0,70.06972298621778,0,0,5.63884,6.725106267978223,2,0.0
26.881656218860503,0,13.946728107297714,1,112.65697352297344,2,66.20968275495963,2,3,6.68908,61.85614463098794,0,0.0
21.030396863226326,2,12.864559526183536,3,107.75762118562997,0,72.53283679880514,0,1,6.14869,8.04405008125882,0,0.0
41.309414101631845,0,1.5091435680467353,1,11.352977363267582,0,86.63107794063859,1,0,11.56411,22.907005564649875,0,0.0
44.656802990026065,2,12.816002567568336,3,84.26302176823124,1,87.9375810369719,2,3,8.08947,71.12749402696892,2,0.0
15.977531866730859,0,7.852415912457314,1,69.35910895650782,1,57.541956144664574,0,3,3.76793,64.16752798966314,0,0.0
28.68495379322407,1,3.165664961190042,0,9.114920086040554,2,37.460742799396016,0,1,13.14979,100.80674585859816,2,0.0
35.79697311114727,0,9.051497001937534,1,61.56256969941409,1,58.81450865844331,0,1,8.65181,67.7204030776139,1,0.0
33.17187802628607,2,6.316886994292581,3,30.690340892336966,1,5.24732953831757,2,3,11.55253,30.88585053749043,0,0.0
26.0726548097657,1,3.8956029110469625,0,13.559231484404512,0,68.71641479658408,0,3,1.06979,68.80425355863545,0,0.0
19.471972872670108,0,9.317460405182679,1,73.8026463151484,2,26.166370213052083,2,3,8.08686,58.85250305370282,0,0.0
26.80624916504734,0,4.488666480274095,1,18.203264425294645,2,145.79593251146065,2,3,10.79541,33.3549948900041,2,0.0
26.623064264806217,0,1.1339086819894026,1,9.737964167384398,1,129.67210297152775,1,0,14.47723,12.465156678437703,0,0.0
32.267084984699196,0,1.9222330682306805,1,3.6896225005710304,1,4.279331091490799,2,1,11.41313,117.67647428996163,2,0.08726563628586574
17.142549042429494,2,5.831540019940792,3,41.907583336193724,1,95.77958308461415,2,3,3.48732,59.18080932570625,2,0.0
24.914878837740737,2,10.395937456443525,3,79.17982769545517,0,53.593251596339044,0,3,0.49184,54.07958142904677,0,2.2133094200547583
44.62070514594094,1,10.191012773534231,0,57.73334035354302,0,21.416384841352222,0,1,6.48255,45.156867528864325,2,0.7289012099260688
31.13460732026984,1,9.113813018565187,0,60.430555022681666,0,128.79400792771378,2,3,12.9523,11.801740395488286,2,0.004706811349324177
41.195165013779224,2,4.411136638312933,3,3.1919079139723148,1,92.76985826808243,0,3,3.78504,98.10992165864621,0,0.0
37.28863637415562,0,4.5556591309590235,1,8.444996658260518,2,129.39083372241365,1,0,13.75985,7.898361927045343,2,0.0
37.40769530662508,0,4.240584120055036,1,11.62054253744574,1,149.6717236783201,2,3,1.66081,132.3629840725816,2,0.0
27.306458212930135,0,9.296678753967152,1,72.53434063716705,1,111.96711805425954,1,0,0.70538,104.49434910241794,1,0.0
24.06217560152241,2,4.175653978311669,3,17.969724030007548,0,118.46587934250982,1,2,1.31898,132.3449571856835,1,0.0
22.4537385707169,2,10.140097732103154,3,79.67479862688252,1,53.161054698546,2,1,5.75303,95.04250927384442,2,0.0
42.97434504102422,0,4.601231290273288,1,9.238172666500153,1,44.42976109294761,2,1,7.62038,124.12383855347689,2,0.0
34.48610846135733,0,12.274472561375708,1,88.31911780851117,2,66.14091425005859,0,1,4.54879,18.51219545749235,0,0.0
41.62927451099406,2,5.232271792715029,3,11.544949635528534,1,49.55920984642111,0,1,3.21566,16.086913470349135,0,0.0
17.430610818399337,2,2.3937401669309466,3,13.45270228530028,1,146.6851336937455,1,2,0.94997,156.7353149407886,1,0.0
38.7361397291018,1,10.27498870532018,0,64.46277121505503,0,66.94792934773707,0,1,6.50273,63.03514910500093,1,0.0
34.50714883294768,0,2.02396536002961,1,4.8164344689464285,0,136.0741376259993,1,2,1.91193,156.13874787958335,1,0.0
40.98390170799384,0,13.457009508371852,1,100.54886686242571,1,23.198082703689106,2,3,6.5346,41.509630112353435,0,0.0
26.623064264806217,0,1.1339086819894026,1,3.7484787844651772,2,78.11158439659319,2,1,7.1119,134.42271967261672,2,0.0
28.967671526285983,2,8.748807591842326,3,59.204594557913886,1,62.092677347543145,1,0,10.872,42.294284235424776,2,0.0
37.613086138062386,1,1.8593181584055776,0,7.860514040434078,1,107.62617760974885,2,1,1.78702,126.39875684623644,2,0.0
39.30394544681997,2,3.9863275589820883,3,0.5978594271478564,1,84.71261795873622,0,1,15.1582,84.70443160952382,2,0.0
27.93274257817337,2,2.859709766897369,3,3.308398947285508,3,60.50336375106595,1,0,4.53506,12.8784657467961,1,0.0
41.49359055627268,2,12.21814863698003,3,80.7843354593282,0,42.692415973562525,0,3,9.44386,98.00802681899323,0,0.011516663308490636
25.366252389602185,1,13.941130702952988,0,114.50820511836221,0,79.59048743998557,2,1,3.84546,120.28421722713668,2,0.0
16.990827983597526,0,4.689009337234435,1,30.03372839944979,2,81.82622461662031,2,1,4.6956,131.30565408807234,2,0.0
37.84887573878515,2,11.892891132336311,3,81.18178936973787,0,40.29767622711018,2,1,4.33453,92.36629787471183,2,0.0
27.091249351990008,1,6.7508549077233395,0,47.300567755510954,2,154.3796815107286,1,0,4.12928,110.83198579972523,1,0.0
20.917508776030196,2,7.128741659379663,3,51.07438578753434,1,5.6413440581567,1,0,7.53507,54.09365960835892,0,0.0
42.661716010674006,2,3.604146696873917,3,7.028851909871901,2,64.3101197408262,0,1,0.77382,51.89998724268147,0,0.0
20.64289676970022,1,1.7231526734735492,0,16.275308758010038,2,21.203476638876904,1,2,7.42941,92.62844370604203,1,0.0
20.88962066409294,1,3.0779481713730426,0,16.827239981763142,2,98.53883396395202,0,1,10.27345,8.028467633944851,2,0.0
34.533935160918176,2,9.077599486970808,3,56.36696789825334,0,22.032758653098824,0,1,2.76723,7.357763556638641,2,0.0
41.12422412724645,2,13.841609931671973,3,97.38216525576995,0,131.18068459747033,2,3,14.327,16.923306820695547,0,0.0
39.12894519087499,2,11.266550047456102,3,74.26018790105492,1,126.82398240177842,2,3,3.93203,85.83150985285647,2,0.0
38.635791580553935,0,3.4946240533299986,1,3.9399721491503596,0,68.84298430210009,0,1,9.9048,26.63416966812745,2,0.0
21.633811228641587,1,6.984759120731739,0,55.09479046864943,2,106.74897844653738,1,0,11.92735,12.162314301554625,2,0.0
42.141954392647705,0,1.0637076725470775,1,12.181576400078995,0,26.962264241832518,1,0,13.79316,104.50824985458036,2,0.0
33.19874483055046,1,11.188135206743905,0,79.15019352953115,0,142.82789128825573,1,0,7.08612,68.13718552990353,1,0.0
21.778088827803508,0,2.3455395486013346,1,15.111199651284311,1,6.0880895167285205,0,1,2.41008,40.524160242526904,1,0.09114585361907968
41.97792117165641,2,8.422265339942623,3,42.912437702754175,1,38.95738888673752,2,1,3.98838,98.18720712541322,2,0.0
26.623064264806217,0,8.63656309263742,1,66.56457795765867,1,22.004939039052132,2,1,2.44247,47.89364960015995,2,0.0
35.42645618484866,0,2.396191439007826,1,5.582720542095391,0,133.87601265661297,2,3,8.53011,71.12749402696892,2,0.0
39.1574116654638,0,9.910547998038737,1,60.00879423987259,2,142.13957673937404,2,1,1.47557,157.79673396653683,2,0.0
39.61598362187921,0,2.506354862431559,1,9.67240677772278,0,95.93777421710386,1,0,10.52125,11.004346646834598,2,0.0
41.68020864333215,0,1.4295471677271174,1,11.721793879033012,0,27.472020213074988,2,3,12.02904,87.06220337467974,1,0.0
30.984506480647724,0,9.855349167293003,1,74.41540015687512,1,59.73510611650238,0,1,7.60741,58.231656984445316,2,0.0
20.14133870848707,0,5.316144243576103,1,33.13579444576769,2,56.46206919154308,0,3,3.68133,61.394164807624016,0,0.0
30.511820384809887,2,1.9319755058471961,3,2.5496913828975867,3,11.249396401785306,2,1,4.34663,84.03352891427326,2,0.0
24.918597128654707,1,9.171782523749629,0,73.72913136196965,2,102.02100549154082,2,3,4.39311,87.69339566208907,2,0.004436974648161257
30.813642475736327,0,3.440573997141292,1,3.938981178852323,2,6.481018552187593,0,1,5.25937,86.59063932276396,1,1.3173107642706154
31.041947336797385,0,9.661989777856705,1,72.43223651509237,1,142.23278493455896,1,0,7.2388,66.44669067678389,1,0.0
40.16884610139678,2,8.64482185085608,3,46.95252557676632,1,67.92199559242131,0,0,2.78927,25.443208161670583,0,0.0
24.658920434804127,2,3.727059094159852,3,12.954111564761277,0,74.25312935526217,1,2,5.69584,133.72808753840758,1,0.0
38.86523929504746,0,4.124956785168314,1,8.388747712626282,1,51.877584298967705,0,3,2.55984,54.97772042169538,0,0.0
32.98323230454227,0,3.829825821640126,1,11.979830393815808,1,12.360012802861513,0,1,3.59492,25.464838806756656,2,0.12168960891996725
39.601379068442846,0,6.46536220065086,1,25.138240767160518,2,7.4287596497732915,2,1,5.17624,61.79685516899706,2,0.6298240833973998
40.9234872454438,2,10.430505102277749,3,64.08317927191517,1,13.620831039863168,2,3,6.41673,37.987477720009274,1,0.6983935681788619
33.13924638093028,0,3.4261750270099656,1,6.880649262997543,1,66.2012535683011,2,1,14.39722,162.55073527607624,2,0.0
26.81020676078796,2,9.577758679259924,3,69.10177842612008,0,6.111862820711868,0,1,5.48777,92.11691397508115,1,0.0
18.862747080945017,0,2.011373362274533,1,11.323596831255225,2,41.882607637577884,1,2,10.90353,133.81714667438737,1,0.0
21.166325209608306,1,9.163015628216888,0,70.91569656861999,0,4.954524859529891,1,0,7.00834,32.35231973552745,0,2.5059678788869255
18.342622955578076,2,1.3051372826957257,3,12.563770848621145,1,72.2987953299258,2,3,8.48386,16.88148948352605,0,0.0
42.001631832739534,1,10.707235015463194,0,65.51858057897527,0,13.673719091311595,1,0,8.17346,91.62813335606155,2,0.6766288438493923
19.58822660475676,0,13.13417493435463,1,111.84790443224462,2,117.93747395830765,2,3,3.60089,80.30771189574571,2,0.0
24.901458139490547,1,12.424540500536782,0,99.83676492580007,0,167.24292505072282,1,2,0.0,167.24292505072282,1,0.0
25.708858574569195,2,1.23745516113113,3,4.74373254033392,1,50.94320472019501,0,1,14.93636,89.90857337455031,1,0.0
30.499451544099927,2,10.815071924479296,3,78.37886692646784,1,48.857967672198576,0,1,13.9734,98.19376611268407,2,0.520755442151802
44.91707506774343,2,1.1271397883620033,3,15.091223464046074,2,90.89864249226716,0,1,6.56208,22.166036008389092,0,0.0
43.69007533802842,0,3.3416330114413313,1,10.327458932015503,0,38.7910622772437,2,1,1.59828,55.768211304241206,2,0.0
43.551925636146116,0,1.2269477215673037,1,13.596039032204905,0,95.71770787487655,0,3,1.64594,98.10988166904747,0,0.0
17.343374784971935,1,10.930911316758403,0,92.40980116707475,0,151.89684547728598,1,0,13.32622,13.539994554847485,1,0.0
43.67799591359474,0,11.455424775518498,1,70.92975653747544,2,101.11977168197424,2,3,4.30048,56.135710606801815,2,0.0
33.69408863158195,2,1.890512503494655,3,4.07464261049284,2,105.68178199905648,1,0,11.49798,12.871499826842246,2,0.0
19.30474675877672,2,8.96983124077288,3,70.56158892096407,0,121.1549327595843,2,3,10.23369,71.12749402696892,2,0.0
20.917508776030196,2,12.273043557294589,3,102.53542199209137,1,99.45451264339894,2,3,8.07674,14.712325048890136,2,0.0
37.03200349457889,0,12.327192143744059,1,93.18010969873039,1,17.513535481392676,0,1,1.25841,4.526177244618216,0,3.0989423596381194
24.247210230508994,2,10.90015051648433,3,85.49038140762653,1,137.543078448321,2,1,1.02139,148.18752836493968,2,0.0
32.777279256613106,2,13.062336273301733,3,97.95088126313749,0,144.95072344705355,1,0,9.17489,48.43292528810745,1,0.0
37.65403052912265,2,2.224754415275178,3,8.008374415183967,2,2.129663232931415,1,1,3.74961,38.01259220050639,2,0.0
36.481526783743604,0,10.827893005488942,1,71.85816738966106,2,99.65505131409695,1,0,12.16683,16.854211739152923,0,0.0
38.55028547916345,2,2.263929010315191,3,8.87422200942624,2,23.393714195163625,2,3,8.35128,54.92217479858023,1,0.4060166467477178
19.994534153037932,0,11.467308963347527,1,101.47411838124032,1,7.886779343787916,0,1,7.28659,115.9772327186319,1,3.552540301612841
18.222243915294847,0,4.466965606179658,1,33.30950688495107,1,5.785958958115738,2,1,9.59752,106.02452163794656,2,0.0
29.605542644592738,0,8.636059622888338,1,63.6051755080435,1,62.518305956399686,0,3,0.0,66.28974790059543,0,0.0
